iteration,collectionName,requestName,method,url,status,code,responseTime,responseSize,executed,failed,skipped,totalAssertions,executedCount,failedCount,skippedCount
"1","Sendinblue","Add Email and/or SMS credits to a specific child account","POST","https://api.sendinblue.com/v3/reseller/children/veniam elit in/credits/add","Forbidden","403","102","83","Response status code is 403, Response has the required fields - code and message, Content-Type is application/json",,,"3","3","0","0"
"1","Sendinblue","Remove Email and/or SMS credits from a specific child account","POST","https://api.sendinblue.com/v3/reseller/children/veniam elit in/credits/remove","Forbidden","403","88","83","Response status code is 403, Response has the required fields - code and message, Code is a non-empty string, Message is a non-empty string",,,"4","4","0","0"
"1","Sendinblue","Associate a dedicated IP to the child","POST","https://api.sendinblue.com/v3/reseller/children/veniam elit in/ips/associate","Forbidden","403","87","83","Response status code is 403, Response has the required fields - code and message, Code is a non-empty string, Message is a non-empty string, Content-Type header is application/json",,,"5","5","0","0"
"1","Sendinblue","Dissociate a dedicated IP to the child","POST","https://api.sendinblue.com/v3/reseller/children/veniam elit in/ips/dissociate","Forbidden","403","95","83","Response status code is 403, Response has the required fields - code and message, Code is a non-empty string, Message is a non-empty string, Content-Type header is application/json",,,"5","5","0","0"
"1","Sendinblue","Get all sender domains for a specific child account","GET","https://api.sendinblue.com/v3/reseller/children/veniam elit in/domains","Forbidden","403","97","83","Response status code is 403, Response body has the required fields - code and message, Response is in JSON format",,,"3","3","0","0"
"1","Sendinblue","Create a domain for a child account","POST","https://api.sendinblue.com/v3/reseller/children/veniam elit in/domains","Forbidden","403","83","83","Response status code is 403, Response has the required fields - code and message, Code is a non-empty string, Message is a non-empty string, Content-Type header is application/json",,,"5","5","0","0"
"1","Sendinblue","Update the sender domain of reseller's child based on the childIdentifier and domainName passed","PUT","https://api.sendinblue.com/v3/reseller/children/veniam elit in/domains/veniam elit in","Forbidden","403","81","83","Response status code is 403, Response has the required fields code and message, Code is a non-empty string, Message is a non-empty string, Content-Type header is application/json",,,"5","5","0","0"
"1","Sendinblue","Delete the sender domain of the reseller child based on the childIdentifier and domainName passed","DELETE","https://api.sendinblue.com/v3/reseller/children/veniam elit in/domains/veniam elit in","Forbidden","403","87","83","Response status code is 403, Response has the required fields - code and message, Code is a non-empty string, Message is a non-empty string, Content-Type header is application/json",,,"5","5","0","0"
"1","Sendinblue","Get a child account's details","GET","https://api.sendinblue.com/v3/reseller/children/veniam elit in","Forbidden","403","111","83","Response status code is 403, Response content type is application/json",,,"2","2","0","0"
"1","Sendinblue","Update info of reseller's child based on the child identifier supplied","PUT","https://api.sendinblue.com/v3/reseller/children/veniam elit in","Forbidden","403","95","83","Response status code is 403, Response has the required fields - code and message, Code is a non-empty string, Message is a non-empty string, Content-Type header is application/json",,,"5","5","0","0"
"1","Sendinblue","Delete a single reseller child based on the child identifier supplied","DELETE","https://api.sendinblue.com/v3/reseller/children/veniam elit in","Forbidden","403","80","83","Response status code is 403, Response Content-Type header is application/json, Response has the required fields - code and message, Code is a non-empty string, Message is a non-empty string",,,"5","5","0","0"
"1","Sendinblue","Update info of reseller's child account status based on the identifier supplied","PUT","https://api.sendinblue.com/v3/reseller/children/veniam elit in/accountStatus","Forbidden","403","87","83","Response status code is 403, Response has the required fields - code and message",,,"2","2","0","0"
"1","Sendinblue","Get the status of a reseller's child account creation, whether it is successfully created (exists) or not based on the childIdentifier supplied","GET","https://api.sendinblue.com/v3/reseller/children/veniam elit in/accountCreationStatus","Forbidden","403","91","83","Response status code is 403, Response has the required fields - code and message, Response body is in JSON format, Message is a non-empty string",,,"4","4","0","0"
"1","Sendinblue","Get session token to access Sendinblue (SSO)","GET","https://api.sendinblue.com/v3/reseller/children/veniam elit in/auth","Forbidden","403","103","83","Response status code is 403, Response has the required fields - code and message",,,"2","2","0","0"
"1","Sendinblue","Get the list of all children accounts","GET","https://api.sendinblue.com/v3/reseller/children?limit=10&offset=0","Forbidden","403","114","83","Response status code is 403, Response has the required fields - code and message",,,"2","2","0","0"
"1","Sendinblue","Creates a reseller child","POST","https://api.sendinblue.com/v3/reseller/children","Forbidden","403","88","83","Response status code is 403, Response has the required fields - code and message",,,"2","2","0","0"
"1","Sendinblue","Return all the processes for your account","GET","https://api.sendinblue.com/v3/processes","OK","200","126","1896","Response status code is 200, Content-Type header is application/json",,,"2","2","0","0"
"1","Sendinblue","Return the informations for a process","GET","https://api.sendinblue.com/v3/processes/19","OK","200","94","186","Response status code is 200, Response content type is 'application/json', Response has the required fields - id, status, name, and export_url, Id is a non-negative integer, Export_url is in a valid URL format",,,"5","5","0","0"
"1","Sendinblue","Get the details of requested master account","GET","https://api.sendinblue.com/v3/corporate/masterAccount","Forbidden","403","65","81","Response status code is 403, Response time is less than 200ms, Response time is less than 200ms, Status code is 403, Content-Type is application/json",,,"5","5","0","0"
"1","Sendinblue","Get the list of all the sub-accounts of the master account.","GET","https://api.sendinblue.com/v3/corporate/subAccount","Forbidden","403","82","81","Response status code is 403, Status code is 403, Message and code fields are present and non-empty",,,"3","3","0","0"
"1","Sendinblue","Create a new sub-account under a master account.","POST","https://api.sendinblue.com/v3/corporate/subAccount","Forbidden","403","67","81","Response status code is 403, Response time is less than 200ms, The response must have the required fields - message and code, Content-Type in the response header is application/json, Ensure that the description of the request is returned in the response",,,"5","5","0","0"
"1","Sendinblue","Generate SSO token to access Sendinblue","POST","https://api.sendinblue.com/v3/corporate/subAccount/ssoToken","Forbidden","403","64","81","Response status code is 403, Response has the required fields - message and code",,,"2","2","0","0"
"1","Sendinblue","Get sub-account details","GET","https://api.sendinblue.com/v3/corporate/subAccount/13396752","Forbidden","403","63","81","Response status code is 403, Response time is less than 200ms, Response status is 403, Message and code fields are non-empty strings",,,"4","4","0","0"
"1","Sendinblue","Delete a sub-account","DELETE","https://api.sendinblue.com/v3/corporate/subAccount/13396752","Forbidden","403","55","81","Response status code is 403, Response has the required fields - message and code, Message is a non-empty string, Code is a non-empty string, Content-Type header is application/json",,,"5","5","0","0"
"1","Sendinblue","Update sub-account plan","PUT","https://api.sendinblue.com/v3/corporate/subAccount/13396752/plan","Forbidden","403","61","81","Response status code is 403, Content-Type is application/json, Message and code fields are present in the response, Message is a non-empty string, Code is a non-empty string",,,"5","5","0","0"
"1","Sendinblue","Get your account information, plan and credits details","GET","https://api.sendinblue.com/v3/account","OK","200","161","1198","Response status code is 200, Plan type is a non-empty string, Verify that the relay is enabled and contains expected data fields",,,"3","3","0","0"
"1","Sendinblue","Get the list of all your senders","GET","https://api.sendinblue.com/v3/senders","OK","200","196","97","Response status code is 200, Response has the required Content-Type header, Each sender object has required fields",,,"3","3","0","0"
"1","Sendinblue","Create a new sender","POST","https://api.sendinblue.com/v3/senders","Created","201","651","43","Response status code is 201, Id field is present and non-zero, SpfError field is a boolean, Response content type is application/json",,,"4","4","0","0"
"1","Sendinblue","Get all the dedicated IPs for your account","GET","https://api.sendinblue.com/v3/senders/ips","OK","200","165","10","Response status code is 200, Response Content-Type is application/json, Ensure that the 'active' field in the 'ips' array is a boolean value",,,"3","3","0","0"
"1","Sendinblue","Update a sender","PUT","https://api.sendinblue.com/v3/senders/11","Not Found","404","167","63","Response status code is 404, Response Content-Type header is application/json, Response has the required fields - code and message",,,"3","3","0","0"
"1","Sendinblue","Delete a sender","DELETE","https://api.sendinblue.com/v3/senders/11","No Content","204","200","0","Response status code is 204, Verify that the response body is empty or null, Sender is successfully deleted from the database, Sender ID is removed from the system and no longer accessible, Ensure the response does not contain any sensitive information",,,"5","5","0","0"
"1","Sendinblue","Get all the dedicated IPs for a sender","GET","https://api.sendinblue.com/v3/senders/13396752/ips","Not Found","404","158","66","Response status code is 404, Response has the required fields - code and message, Status is 404",,,"3","3","0","0"
